,,Availability,ActivationDw,ActivationUp
2023,4673,11.65,54.95,82.8
2023,4674,8.43,30.96,90.73
2023,4675,4.25,73.52,125.84
2023,4676,3.04,108,120.04
2023,4677,4.75,102,120.62
2023,4678,3.87,106.63,106.5
2023,4679,4.53,71.29,109.51
2023,4680,2.92,77.22,100.39
2023,4681,12.45,97.87,95.46
2023,4682,15.24,66.87,88.13
2023,4683,15.79,77.11,64.02
2023,4684,16.23,77.62,102.09
2023,4685,14.22,91.23,103.29
2023,4686,13.75,80.67,104.71
2023,4687,1.55,23.73,65.18
2023,4688,1.77,44.07,66.61
2023,4689,1.46,47.91,99.15
2023,4690,0.1,35.33,95.46
2023,4691,0.82,15.01,94.73
2023,4692,1.25,7.01,80.35
2023,4693,0.66,0.02,89.16
2023,4694,6.25,16.82,4.32
2023,4695,6.58,0.45,34.05
2023,4696,0.75,0.04,104.82
2023,4697,2.25,10.02,103.64
2023,4698,2.24,24.59,66.81
2023,4699,1.83,41.4,95.42
2023,4700,5.96,92.71,121.96
2023,4701,5.94,87.73,111.24
2023,4702,7.31,71.42,105.23
2023,4703,8.85,83.47,105.17
2023,4704,11.32,78.84,108.79
2023,4705,1.26,70.06,100.21
2023,4706,12.51,69.71,106.27
2023,4707,12.92,68.12,106.63
2023,4708,12.52,70.95,106.43
2023,4709,10.35,76.76,88.13
2023,4710,13.75,63.01,104.69
2023,4711,0.2,26.91,86.01
2023,4712,25.41,-22.5,36.98
2023,4713,17.42,-2.5,66.1
2023,4714,16.92,-1.24,42.09
2023,4715,17.42,0.01,59.21
2023,4716,16.91,-4.87,36.81
2023,4717,17.09,0.01,25.02
2023,4718,18.05,0.57,20.01
2023,4719,1.93,-2.5,7.85
2023,4720,19.22,0,15.7
2023,4721,0.2,0.02,80.64
2023,4722,18.43,88.36,105.11
2023,4723,11.25,82.16,109.17
2023,4724,5.19,90.46,131.8
2023,4725,0.57,93.48,117.6
2023,4726,6.67,92.28,108.03
2023,4727,5.51,89.84,95.61
2023,4728,4.89,72.68,99.32
2023,4729,6.78,79.17,88.95
2023,4730,6.78,75.18,95.62
2023,4731,7.16,72.75,102.62
2023,4732,6.78,73.87,78.78
2023,4733,3.11,73.33,93.72
2023,4734,3.38,97.46,112.88
2023,4735,4.18,73.44,119.96
2023,4736,3.75,62.23,101.05
2023,4737,2.75,62.04,87.27
2023,4738,0.03,63.35,73.78
2023,4739,0.25,70.26,81.79
2023,4740,2.75,70.9,77.7
2023,4741,3.12,73.96,77.15
2023,4742,0.31,77.58,77.31
2023,4743,3.12,67.35,76.99
2023,4744,2.75,65.56,101.01
2023,4745,2.75,73.02,118.7
2023,4746,2.65,77.51,101.72
2023,4747,3.75,78.25,128.12
2023,4748,0.46,106.69,131.39
2023,4749,4.78,77.18,125.83
2023,4750,3.75,71.61,107.01
2023,4751,4.01,67.68,99.66
2023,4752,2.52,68.4,87.97
2023,4753,2.33,68.16,81.19
2023,4754,2.14,67.58,77.45
2023,4755,2.24,71.97,92.49
2023,4756,0.25,73.37,93.91
2023,4757,0.29,70.76,103.83
2023,4758,3.92,69.25,106.65
2023,4759,0.43,71.8,119.3
2023,4760,3.25,101.48,125.43
2023,4761,0.43,87.6,110.16
2023,4762,3.12,87.5,96.26
2023,4763,3.12,84.72,98.25
2023,4764,2.96,90.19,96.01
2023,4765,0.25,85.74,109.24
2023,4766,0.25,81.9,128.21
2023,4767,0.25,84.78,165.67
2023,4768,3.13,102.68,169.42
2023,4769,3.96,102.21,212.14
2023,4770,3.56,86.25,113.39
2023,4771,0.46,89.35,108.81
2023,4772,3.97,89.1,118.31
2023,4773,4.01,85.88,117.8
2023,4774,3.92,95.8,109.3
2023,4775,3.27,83.08,116.7
2023,4776,0.37,74.09,103.8
2023,4777,3.12,73.67,97.7
2023,4778,2.12,78.89,102.28
2023,4779,1.65,80.92,101
2023,4780,1.77,85.65,104.43
2023,4781,3.63,93.17,134.04
2023,4782,3.34,88.56,105.75
2023,4783,4.18,102.27,128.8
2023,4784,3.66,101.3,145.75
2023,4785,2.75,79.58,132.34
2023,4786,1.81,81.18,121.52
2023,4787,2.13,76.26,119.98
2023,4788,2.09,85.54,125.28
2023,4789,1.58,82.67,123.56
2023,4790,0.18,92.31,116.43
2023,4791,1.25,76.2,124.28
2023,4792,2.12,70.05,123.55
2023,4793,3.26,79.48,121.84
2023,4794,3.87,87.91,114.87
2023,4795,3.61,80.63,101.43
2023,4796,3.01,78.99,109.69
2023,4797,3.38,74.27,105.98
2023,4798,3.64,74.24,98.79
2023,4799,2.66,75.42,111.19
2023,4800,1.98,89.52,112.25
2023,4801,1.62,94.61,121.36
2023,4802,1.48,75.85,140
2023,4803,1.32,75.26,103.29
2023,4804,1.83,76.67,110.51
2023,4805,2.77,74.52,96.9
2023,4806,3.33,76.27,126.76
2023,4807,3.68,74.16,115.51
2023,4808,3.37,74.49,73.95
2023,4809,3.78,89.66,119.23
2023,4810,5.78,81.83,119.56
2023,4811,6.48,86.58,119.48
2023,4812,6.67,81.21,122.01
2023,4813,7.04,78.94,120.94
2023,4814,8.52,74.75,120.31
2023,4815,0.04,71.3,111.79
2023,4816,4.44,68.81,94.45
2023,4817,6.76,48.68,88.42
2023,4818,4.95,61.74,84.17
2023,4819,4.18,76.79,91.94
2023,4820,3.19,104.75,94.02
2023,4821,3.04,86.8,48.92
2023,4822,0.32,74.85,99.93
2023,4823,4.04,83.13,106.57
2023,4824,6.79,77.25,74.09
2023,4825,8.22,79.83,98.01
2023,4826,9.65,80.5,86.51
2023,4827,13.32,76.76,94.11
2023,4828,12.18,77.7,82.93
2023,4829,5.98,72.08,108.8
2023,4830,4.85,73.36,110.32
2023,4831,5.88,71.1,110.39
2023,4832,7.22,45.82,1.63
2023,4833,8.22,38.96,99.83
2023,4834,1.37,76,113.74
2023,4835,13.36,77.17,104.55
2023,4836,13.51,86.3,107.3
2023,4837,1.25,77.73,92.07
2023,4838,11.78,67.19,88.4
2023,4839,11.28,57.1,84.86
2023,4840,12.18,75.1,85.59
2023,4841,0.16,77.73,97.47
2023,4842,16.46,77.34,76.66
2023,4843,4.28,73,90.89
2023,4844,0.35,77.6,90.95
2023,4845,2.58,74,80.57
2023,4846,3.85,72.31,99.31
2023,4847,0.42,77,113.91
2023,4848,1.24,99.82,119.29
2023,4849,3.22,95.98,123.68
2023,4850,5.72,103.02,119.28
2023,4851,5.72,91.75,111.81
2023,4852,0.62,75.49,110
2023,4853,5.79,93.05,110.87
2023,4854,5.72,85.69,123.43
2023,4855,1.25,72.2,115.75
2023,4856,1.65,65.71,105.36
2023,4857,18.54,51.03,88.48
2023,4858,1.46,7.68,82.23
2023,4859,1.45,42.31,84.14
2023,4860,1.46,56.36,79.77
2023,4861,18.47,10.01,88.56
2023,4862,17.78,22.44,101.35
2023,4863,17.17,0,96.53
2023,4864,17.56,40.53,101.34
2023,4865,22.61,71.37,102.4
2023,4866,15.77,39.84,113.77
2023,4867,5.24,56.72,120.87
2023,4868,0.79,105.23,112.65
2023,4869,1.41,93.89,74.4
2023,4870,0.46,79.03,94.19
2023,4871,3.25,79.73,114.72
2023,4872,3.33,83.64,110.23
2023,4873,4.66,73.7,115.45
2023,4874,4.79,80.33,110.59
2023,4875,0.52,77.91,116.15
2023,4876,5.05,83.88,116.75
2023,4877,4.47,72.03,116.75
2023,4878,4.47,81.83,114.95
2023,4879,21.52,84.28,116.71
2023,4880,23.13,32.75,100.4
2023,4881,24.09,26,104.39
2023,4882,0.2,8.18,96.14
2023,4883,28.21,-0.5,69.53
2023,4884,23.33,-0.5,41.76
2023,4885,0.25,-1,65.88
2023,4886,23.34,-1,17.33
2023,4887,23.34,-3,0.25
2023,4888,21.83,2.99,75.27
2023,4889,20.51,22.31,89.76
2023,4890,1.74,54.23,97.28
2023,4891,11.03,62.02,100.01
2023,4892,2.87,91.2,106.66
2023,4893,2.93,90.54,113.1
2023,4894,3.14,70.63,94.17
2023,4895,3.28,81.45,111.32
2023,4896,5.39,76.18,105.15
2023,4897,7.26,67.75,68.02
2023,4898,9.51,61.55,78.37
2023,4899,9.75,67.08,84.57
2023,4900,6.77,59.51,83.31
2023,4901,3.62,64.92,98.09
2023,4902,3.46,68.93,61.85
2023,4903,0.28,79.37,97.14
2023,4904,2.92,67.17,61.39
2023,4905,5.99,45.92,67.21
2023,4906,0.07,68.07,103.49
2023,4907,8.58,67.75,81.3
2023,4908,10.19,46.11,59.63
2023,4909,10.84,-0.03,41.51
2023,4910,10.72,-0.05,81.26
2023,4911,10.62,-0.05,16.55
2023,4912,10.72,-0.1,67.85
2023,4913,12.01,-0.03,49.2
2023,4914,12.37,16.64,91.57
2023,4915,4.92,37.93,80.33
2023,4916,0.18,79.5,98.93
2023,4917,1.98,78.69,81.1
2023,4918,3.22,97.04,118.11
2023,4919,0.39,73.91,107.96
2023,4920,5.56,91.36,104.22
2023,4921,5.74,83.1,96.92
2023,4922,5.82,90.44,87.54
2023,4923,6.42,83.76,86.1
2023,4924,5.81,74.33,99.37
2023,4925,0.03,68.95,106.02
2023,4926,0.03,69.45,115.57
2023,4927,2.12,69.74,114.06
2023,4928,3.54,41.14,83.41
2023,4929,7.03,0.01,77.89
2023,4930,7.85,48.53,45
2023,4931,7.99,0.02,78.13
2023,4932,7.85,10.01,80.25
2023,4933,8.69,18.26,81.15
2023,4934,8.92,0,72.2
2023,4935,9.04,0,71.32
2023,4936,8.95,13.67,80.33
2023,4937,11.94,19.82,75.77
2023,4938,7.25,22.66,87.57
2023,4939,2.29,54.51,114.39
2023,4940,4.88,108.34,99.98
2023,4941,2.94,74.32,82.07
2023,4942,3.18,79.71,106.54
2023,4943,0.03,60.76,108.74
2023,4944,6.21,60.29,88.74
2023,4945,4.97,67.95,91.83
2023,4946,5.41,67.08,103.69
2023,4947,5.98,92.56,93.2
2023,4948,4.97,67.91,18.76
2023,4949,3.62,79.62,92.93
2023,4950,0.22,94.25,82.31
2023,4951,1.89,66.58,56.42
2023,4952,2.04,31.99,84.39
2023,4953,5.06,31.82,94.73
2023,4954,7.31,92.24,96.48
2023,4955,7.88,87.63,92.19
2023,4956,7.56,89.81,93.66
2023,4957,8.18,87.76,91.19
2023,4958,8.13,85.18,111.39
2023,4959,8.13,88.58,90.97
2023,4960,8.29,80.02,97.52
2023,4961,0.06,74.6,101.26
2023,4962,2.38,59.67,104.49
2023,4963,3.72,50.33,96.15
2023,4964,0.47,75.83,115.94
2023,4965,0.55,78.86,107.25
2023,4966,2.18,95.7,118.84
2023,4967,3.48,80.95,94.33
2023,4968,2.45,80.88,107.39
2023,4969,2.82,79.94,112.8
2023,4970,3.05,98.17,111.59
2023,4971,3.62,84.13,103.92
2023,4972,3.05,80.06,107.05
2023,4973,2.12,74.35,106.05
2023,4974,0.21,75.38,110.71
2023,4975,2.98,72.01,112.82
2023,4976,6.33,82.6,113.94
2023,4977,11.18,81.39,105.91
2023,4978,6.79,77.58,113.7
2023,4979,11.08,76.39,113.95
2023,4980,12.15,75.38,113.5
2023,4981,12.72,74.47,107.9
2023,4982,12.18,81.41,97.19
2023,4983,11.81,58.8,69.14
2023,4984,12.26,31,88.29
2023,4985,15.12,44.13,83.53
2023,4986,10.66,21.03,21.08
2023,4987,2.56,58.87,99.45
2023,4988,2.62,78,117.47
2023,4989,4.09,75.72,82.25
2023,4990,2.75,78.59,103.75
2023,4991,2.57,89.86,111.12
2023,4992,3.53,84.62,112.65
2023,4993,0.37,99.14,122.77
2023,4994,3.89,73.05,126.62
2023,4995,3.35,87.88,122.29
2023,4996,3.77,79.89,126.36
2023,4997,2.81,81.74,114.27
2023,4998,2.42,74.89,101.77
2023,4999,2.75,62.78,106.87
2023,5000,2.65,53.71,73.03
2023,5001,9.28,64.29,93.05
2023,5002,7.69,67.42,113
2023,5003,11.68,64.6,100.88
2023,5004,0.13,65.34,106.79
2023,5005,14.57,70.45,81.98
2023,5006,12.25,66.68,77.46
2023,5007,12.56,69.54,78.39
2023,5008,1.27,71.11,85.56
2023,5009,0.15,63.64,86.89
2023,5010,0.15,68.27,94.13
2023,5011,2.92,86.25,106.49
2023,5012,2.23,80.93,113.87
2023,5013,2.41,75.6,109.64
2023,5014,2.75,82.55,108.79
2023,5015,4.98,78.48,106.54
2023,5016,5.77,76.58,111.86
2023,5017,7.08,70.23,83.95
2023,5018,7.08,69,34.49
2023,5019,7.22,64.19,91.85
2023,5020,0.71,68.67,53.66
2023,5021,7.29,69.43,111.65
2023,5022,7.51,90.49,108.55
2023,5023,18.04,59.99,113.64
2023,5024,36.48,46.8,107.14
2023,5025,19.54,50.03,112.01
2023,5026,14.47,58.6,111.96
2023,5027,15.16,70.76,100.83
2023,5028,13.16,73.63,91.47
2023,5029,10.72,11.67,72.43
2023,5030,10.95,25.94,85.59
2023,5031,0.1,75.2,95.96
2023,5032,13.64,71.82,90.17
2023,5033,22.58,69.88,118.03
2023,5034,31.16,60.4,126.5
2023,5035,13.29,79.88,117.7
2023,5036,5.52,115.53,117.55
2023,5037,5.45,102.15,142.63
2023,5038,5.77,81.88,166.4
2023,5039,4.51,80.37,128.32
2023,5040,0.33,71.4,114.76
2023,5041,5.09,73.81,111.96
2023,5042,4.83,70.76,112.12
2023,5043,5.89,70.87,109.31
2023,5044,5.55,73.61,106.77
2023,5045,5.38,87.61,111.76
2023,5046,0.59,68.25,113.28
2023,5047,12.22,21.12,91.15
2023,5048,1.31,-108.35,28.67
2023,5049,17.06,-10.5,23.99
2023,5050,14.64,4.95,86
2023,5051,12.24,7.5,81.37
2023,5052,11.62,-1,95.92
2023,5053,11.21,12.93,87.61
2023,5054,11.74,-0.67,72.18
2023,5055,1.35,5.36,44.75
2023,5056,13.34,6.67,64.93
2023,5057,19.23,42.66,85.72
2023,5058,21.72,59.98,116.4
2023,5059,0.64,70.98,122.32
2023,5060,5.34,94.82,120.1
2023,5061,5.16,69.58,125.15
2023,5062,5.06,80.29,123.07
2023,5063,3.83,75.46,100.18
2023,5064,2.92,71.6,95
2023,5065,2.38,71.6,91.72
2023,5066,4.73,71.27,88.07
2023,5067,0.32,73,87.49
2023,5068,0.44,73.36,75.91
2023,5069,4.13,69.2,98.24
2023,5070,3.57,81.8,77.83
2023,5071,4.04,75.65,99.57
2023,5072,4.84,42.68,105.84
2023,5073,14.13,53.74,91.33
2023,5074,10.73,84.32,80.93
2023,5075,10.73,83.24,86.95
2023,5076,11.29,79.88,94.06
2023,5077,12.56,73.45,96.15
2023,5078,13.64,72.74,96.58
2023,5079,14.25,61.25,80.05
2023,5080,1.23,71.37,95.18
2023,5081,1.29,69.83,106.55
2023,5082,5.94,50.25,89.05
2023,5083,4.78,77.24,88.11
2023,5084,4.22,108.01,104.2
2023,5085,4.11,90.51,97.8
2023,5086,3.78,93.88,94.54
2023,5087,5.88,72.97,103.68
2023,5088,5.03,70.86,105.4
2023,5089,15.12,70.87,80.6
2023,5090,15.73,69.19,88.78
2023,5091,14.33,67.37,83.72
2023,5092,14.79,70.83,86.03
2023,5093,8.59,69.46,90.33
2023,5094,4.62,72.67,89.85
2023,5095,4.88,54.64,74.62
2023,5096,7.98,58.25,88.05
2023,5097,12.34,48.23,83.79
2023,5098,1.19,54.48,82.35
2023,5099,8.24,76.79,80.35
2023,5100,7.68,77.68,73.88
2023,5101,10.32,7.76,75.57
2023,5102,9.25,44.01,79.24
2023,5103,10.07,14,77.55
2023,5104,11.12,59.52,76.34
2023,5105,9.85,54.54,90.61
2023,5106,0.48,54.2,95.58
2023,5107,3.75,90.5,102.66
2023,5108,2.61,104.28,111.42
2023,5109,3.77,98.22,80.76
2023,5110,0.41,84.68,102.39
2023,5111,2.75,71,104.37
2023,5112,3.45,67.7,63.52
2023,5113,3.48,75.27,72.48
2023,5114,3.84,85.55,77.46
2023,5115,3.56,69.74,66.16
2023,5116,3.57,73.41,93.34
2023,5117,4.37,70.59,44.67
2023,5118,4.44,79.01,92.94
2023,5119,5.47,57.46,110.85
2023,5120,22.41,53.35,92.99
2023,5121,20.51,62.78,85.56
2023,5122,16.38,62.88,83.29
2023,5123,16.03,51.54,87.85
2023,5124,1.58,64.22,85.25
2023,5125,13.65,41.25,86.09
2023,5126,12.15,9.76,81.84
2023,5127,1.14,29.85,75.77
2023,5128,13.52,52.05,80.61
2023,5129,16.16,63.64,79.36
2023,5130,0.2,59.65,84.32
2023,5131,14.49,46.48,91.53
2023,5132,5.03,65.01,94.19
2023,5133,0.05,66.54,89.11
2023,5134,6.65,78.46,91.01
2023,5135,3.75,66.85,113.87
2023,5136,6.55,75.46,95.36
2023,5137,9.14,54.06,98.09
2023,5138,9.08,63.82,83.94
2023,5139,9.44,56.54,90.13
2023,5140,8.82,50.65,93.65
2023,5141,5.91,47.88,116.72
2023,5142,0.49,87.12,109.79
2023,5143,6.42,55.15,103.25
2023,5144,0.16,59.79,83.23
2023,5145,0.15,24.25,80.51
2023,5146,1.44,39.06,84.12
2023,5147,1.44,35.09,83.58
2023,5148,13.86,26.14,77.16
2023,5149,13.33,5.9,67.32
2023,5150,0.1,6.03,32.16
2023,5151,9.23,0.04,76.32
2023,5152,12.75,9.47,76.14
2023,5153,0.15,12.61,78.07
2023,5154,0.15,0.04,78.79
2023,5155,3.95,32.75,97.61
2023,5156,2.33,66.49,93.2
2023,5157,2.21,87.15,101
2023,5158,2.75,76.81,96.09
2023,5159,0.1,89.42,116.89
2023,5160,1.12,72.28,106.03
2023,5161,1.12,69.48,82.17
2023,5162,13.12,86.85,81.56
2023,5163,13.65,72.34,80.27
2023,5164,13.09,60.63,86.58
2023,5165,0.1,59.92,39.21
2023,5166,0.1,63.32,73.5
2023,5167,0.05,41.76,94.03
2023,5168,13.22,31.83,67.76
2023,5169,13.92,7.02,35.67
2023,5170,1.25,0.02,63.73
2023,5171,1.26,19.65,54.78
2023,5172,12.71,62.88,50.04
2023,5173,11.98,39.1,47.62
2023,5174,10.95,-1.25,35
2023,5175,7.69,0,27.63
2023,5176,11.03,20.13,44.71
2023,5177,1.33,21.28,77.76
2023,5178,13.42,25.01,78.28
2023,5179,4.78,36.83,97.47
2023,5180,0.41,57.3,86.89
2023,5181,0.44,53.75,85.62
2023,5182,0.05,58.72,89.13
2023,5183,2.03,70.2,97.49
2023,5184,3.52,78.14,94.01
2023,5185,0.56,68.34,90.14
2023,5186,5.55,69.08,95.28
2023,5187,0.06,69.5,89.68
2023,5188,5.46,63.55,95.08
2023,5189,6.25,57.61,93.65
2023,5190,0.75,57.66,81.53
2023,5191,7.06,26.97,86.24
2023,5192,12.43,-3.13,78.8
2023,5193,16.57,20.1,80.62
2023,5194,1.39,12.55,39.2
2023,5195,1.25,4.3,72.56
2023,5196,12.92,28.75,77.79
2023,5197,1.25,0.05,78.5
2023,5198,13.54,4.24,68.8
2023,5199,14.59,7.54,58.7
2023,5200,15.94,23.64,67
2023,5201,25.72,48.19,88.36
2023,5202,17.77,70.96,117.94
2023,5203,9.56,50.65,111.88
2023,5204,5.66,101.25,157
2023,5205,5.91,86.18,127.98
2023,5206,0.75,80.89,92.53
2023,5207,10.53,71.98,104.73
2023,5208,9.14,49.59,100.98
2023,5209,9.34,48.13,140.39
2023,5210,11.66,77.5,133.08
2023,5211,1.25,63,128.93
2023,5212,1.25,61.75,114.75
2023,5213,12.12,62.5,87.75
2023,5214,21.61,32.18,81.35
2023,5215,38.84,4.75,58.75
2023,5216,37.25,-5.79,4.31
2023,5217,24.83,-18.99,4.31
2023,5218,14.59,-20,4.31
2023,5219,1.25,-21.1,-6.18
2023,5220,1.25,-6.38,4.31
2023,5221,15.78,-19.98,4.31
2023,5222,16.74,-6.25,3.23
2023,5223,1.75,-25,1.08
2023,5224,1.25,-37.03,2.53
2023,5225,25.01,-9.38,2.66
2023,5226,2.27,26.53,73.56
2023,5227,11.22,38.87,82.16
2023,5228,0.48,52.1,80.12
2023,5229,5.18,41.27,82.42
2023,5230,6.08,32.05,57.83
2023,5231,12.15,69.44,92.21
2023,5232,14.22,70.78,84.75
2023,5233,15.55,62.5,94.37
2023,5234,24.06,61.65,92.3
2023,5235,0.25,75,103.72
2023,5236,15.32,42.71,97.01
2023,5237,14.86,42.01,83.8
2023,5238,1.51,53.37,84.47
2023,5239,1.88,15.48,65.62
2023,5240,1.82,35.89,144.9
2023,5241,1.75,0.02,75.13
2023,5242,14.85,0.01,51.53
2023,5243,15.53,7,71.95
2023,5244,14.68,5.01,83.73
2023,5245,14.62,2.52,93.87
2023,5246,1.49,3.01,56.68
2023,5247,15.06,32.81,85.38
2023,5248,15.99,0.02,61.09
2023,5249,19.79,50.63,90.91
2023,5250,6.13,77.79,105.77
2023,5251,8.32,85.9,116.33
2023,5252,4.52,92.81,123.91
2023,5253,5.31,93.21,111.29
2023,5254,0.04,98.7,113.32
2023,5255,4.35,99.75,130.64
2023,5256,6.28,109.91,129.53
2023,5257,0.65,112.33,129.76
2023,5258,6.75,120.1,126.13
2023,5259,0.75,93.98,124.94
2023,5260,6.86,99.9,126.03
2023,5261,6.04,96.31,126.48
2023,5262,4.47,98.83,125.17
2023,5263,6.47,77.77,152.9
2023,5264,8.42,92.4,52.04
2023,5265,14.24,83.78,138.85
2023,5266,13.93,35.61,144.68
2023,5267,12.74,63.84,124.94
2023,5268,12.78,72.03,147.55
2023,5269,1.28,46.16,146.32
2023,5270,12.69,72.31,114.94
2023,5271,1.27,70.65,130.08
2023,5272,13.54,80.46,139.54
2023,5273,12.04,83.24,145.29
2023,5274,6.77,92.76,134.11
2023,5275,4.25,93.85,117.87
2023,5276,4.96,131.22,127.88
2023,5277,6.32,111.81,128.36
2023,5278,3.98,112.02,122.42
2023,5279,4.41,74.03,108.25
2023,5280,0.37,88,106.73
2023,5281,3.24,88,115.94
2023,5282,3.36,106,118.01
2023,5283,2.48,89.67,126.71
2023,5284,3.16,79.18,126.31
2023,5285,3.22,81.98,111.88
2023,5286,4.08,69.59,96.89
2023,5287,4.54,78.21,96.5
2023,5288,6.38,78.22,135.73
2023,5289,7.75,79.99,129.06
2023,5290,2.35,77.84,104.69
2023,5291,0.32,83.33,151.43
2023,5292,0.25,80.85,124.45
2023,5293,3.25,80.01,133.07
2023,5294,3.25,79.51,152.85
2023,5295,3.13,71.69,155.96
2023,5296,3.25,81.81,166.21
2023,5297,6.58,90.63,180.61
2023,5298,5.66,85.38,158.57
2023,5299,5.33,87.87,111.47
2023,5300,0.48,101.71,118.82
2023,5301,4.28,96.5,116.85
2023,5302,4.22,120.38,133.23
2023,5303,4.64,94.4,125.88
2023,5304,3.86,94.33,135.15
2023,5305,4.16,87.85,96.28
2023,5306,0.04,81.45,1.64
2023,5307,3.81,88.37,1.64
2023,5308,4.47,89.75,116.18
2023,5309,4.02,90.1,76.89
2023,5310,3.22,107.86,111.02
2023,5311,4.47,86.37,106.75
2023,5312,7.09,79.29,124.21
2023,5313,1.71,76.9,77.46
2023,5314,13.83,80.62,74.33
2023,5315,13.57,86.46,104.29
2023,5316,13.52,83.35,106.24
2023,5317,8.79,73.63,105.37
2023,5318,9.14,83.48,93.26
2023,5319,8.53,52.5,107.35
2023,5320,5.73,88.56,124.1
2023,5321,13.39,87.79,128.61
2023,5322,0.75,82.23,121.27
2023,5323,3.77,124.76,133.73
2023,5324,4.42,120.47,130.39
2023,5325,4.34,111.09,136.9
2023,5326,0.61,104.24,132.4
2023,5327,3.78,108.49,142.33
2023,5328,3.22,109.9,139.18
2023,5329,3.91,100.05,137.2
2023,5330,4.07,105.34,137.91
2023,5331,0.47,104.08,145.71
2023,5332,3.98,101.85,146.42
2023,5333,5.14,99.8,151.73
2023,5334,4.04,115.68,151.51
2023,5335,0.55,97.04,143.57
2023,5336,5.48,71.55,143.61
2023,5337,8.35,79.27,107.75
2023,5338,11.15,86.49,100.1
2023,5339,11.04,86.09,107.51
2023,5340,11.08,44.57,152.35
2023,5341,9.21,86.96,133.07
2023,5342,9.21,86.79,133
2023,5343,12.55,83.38,107.69
2023,5344,9.44,94.52,98.2
2023,5345,9.35,97.81,116.8
2023,5346,6.85,95.7,138.1
2023,5347,5.29,108.83,136.94
2023,5348,0.49,125.88,130.91
2023,5349,3.84,96.59,129.93
2023,5350,4.48,96.09,117.32
2023,5351,2.97,93.32,126
2023,5352,4.13,84.8,138.76
2023,5353,5.83,100.75,101.86
2023,5354,5.78,99.29,133.76
2023,5355,6.29,92.8,151.07
2023,5356,5.98,85.41,154.46
2023,5357,5.81,115.04,154.46
2023,5358,5.98,122.02,152.14
2023,5359,6.51,89.39,151.75
2023,5360,1.51,73.79,139.61
2023,5361,17.58,82.79,122.9
2023,5362,1.53,85.03,108.07
2023,5363,1.53,80.88,153.47
2023,5364,1.53,76.99,153.17
2023,5365,1.55,77.05,154
2023,5366,1.49,73.9,130.07
2023,5367,15.62,72.33,121.95
2023,5368,1.45,69.9,126.01
2023,5369,1.56,87.52,132.84
2023,5370,15.42,94.18,139.12
2023,5371,8.82,98.27,122.94
2023,5372,6.55,127.45,146.5
2023,5373,6.18,89.27,137
2023,5374,6.88,108.59,129.95
2023,5375,5.62,112.59,128.61
2023,5376,7.12,102.61,137.66
2023,5377,10.32,102.35,121.5
2023,5378,13.48,107.37,130.41
2023,5379,15.81,97.08,131.01
2023,5380,13.91,96.52,101.76
2023,5381,9.75,105.11,125.66
2023,5382,9.62,96.68,123.51
2023,5383,21.25,81.9,139.36
2023,5384,25.69,58.18,98.94
2023,5385,28.64,5.01,122.96
2023,5386,14.76,0.01,118.26
2023,5387,12.59,0.02,122.68
2023,5388,12.25,14.67,146.59
2023,5389,12.85,5.26,148.96
2023,5390,13.21,1.7,129.55
2023,5391,11.94,77.5,122.81
2023,5392,1.43,65.31,131.48
2023,5393,1.75,74.94,122.81
2023,5394,16.04,44.9,47.3
2023,5395,11.84,82.22,119.08
2023,5396,5.48,115.81,144.78
2023,5397,5.48,111.11,140.85
2023,5398,6.48,102.26,151.69
2023,5399,7.28,114.28,129.16
2023,5400,8.53,100.13,138.32
2023,5401,10.42,96.04,134.16
2023,5402,12.66,104.73,134.91
2023,5403,12.66,180,135.41
2023,5404,0.92,106.49,136.48
2023,5405,6.53,76.5,119.3
2023,5406,6.64,98.62,86.07
2023,5407,8.11,90.6,137.47
2023,5408,12.66,53.82,138.18
2023,5409,18.02,70.12,113.67
2023,5410,1.56,79,129.01
2023,5411,1.52,63.78,84.03
2023,5412,1.52,67.49,117.56
2023,5413,1.39,33.58,95.71
2023,5414,1.51,31.39,109.61
2023,5415,12.34,66.93,84.08
2023,5416,12.57,71.57,76.42
2023,5417,1.58,78.17,117.53
2023,5418,8.84,57.63,108.06
2023,5419,5.22,99.41,117.7
2023,5420,4.21,115.36,121.07
2023,5421,4.39,105.51,113.45
2023,5422,6.01,96.49,116.63
2023,5423,5.32,139.51,136.58
2023,5424,5.15,108.74,136.51
2023,5425,7.67,99.75,133.66
2023,5426,7.91,99.67,133.91
2023,5427,7.83,86.77,134.86
2023,5428,6.78,88.78,134.91
2023,5429,5.84,109.84,139.48
2023,5430,4.97,123.49,135.86
2023,5431,6.98,86.76,146.05
2023,5432,15.55,86.04,152.07
2023,5433,18.52,77.67,128.19
2023,5434,1.51,70.83,121.39
2023,5435,17.74,74.61,112.5
2023,5436,1.49,13.07,110.02
2023,5437,14.85,44.41,104.55
2023,5438,13.09,43.85,104.69
2023,5439,14.85,72.89,94.81
2023,5440,16.44,92.32,138.67
2023,5441,1.66,86.07,144.37
2023,5442,8.16,83.9,134.19
2023,5443,3.66,100.35,129.68
2023,5444,3.69,106.72,131.43
2023,5445,0.44,119.26,140.71
2023,5446,5.38,95.58,136.06
2023,5447,2.69,101.78,135.72
2023,5448,6.37,93.24,127.74
2023,5449,6.73,90.16,125.21
2023,5450,3.45,90.07,136.29
2023,5451,3.75,88.47,136.33
2023,5452,3.76,89.6,132.46
